,index,specific_index,unit_ID,schools,terms,url,metadata_date
223,310,310,102632,East Central University,academic advising,https://www.occc.edu/acs/staff.html,No meta date
224,311,311,102632,East Central University,academic advising,https://www.eastcentral.edu/advisement/,No meta date
225,313,313,102632,East Central University,on-time graduation,https://www.collegefactual.com/colleges/east-central-university/academic-life/graduation-and-retention/,['2013-02-20']
226,314,314,102632,East Central University,on-time graduation,https://www.collegefactual.com/colleges/east-central-university/,['2018-05-11T14:36:34-0500']
227,316,316,102632,East Central University,on-time graduation,https://www.collegefactual.com/colleges/east-central-university/outcomes/,['2018-03-02T11:36:02-0600']
228,317,317,102632,East Central University,on-time graduation,https://myecu.ecok.edu/ics/portlets/ics/handoutportlet/viewhandler.ashx?handout_id=a8298f0f-5c7b-4687-a3fa-0c8e460cbfc7,No meta date
229,318,318,102614,California State Polytechnic University-Pomona,administrative budget cuts,https://www.cpp.edu/faculty/namerlino/,No meta date
230,319,319,102614,California State Polytechnic University-Pomona,administrative budget cuts,http://polycentric.cpp.edu/2012/05/employee_update_may302012/,No meta date
231,320,320,102614,California State Polytechnic University-Pomona,administrative budget cuts,https://thepolypost.com/news/2011/04/25/article_102df5a2-4dfd-5e3b-92b1-d61cf35de1a6-22/,No meta date
232,321,321,102614,California State Polytechnic University-Pomona,administrative budget cuts,https://sites.redlands.edu/link/7351f9fd44954ea4b48b7da4adff83d5.aspx/,No meta date
233,322,322,102614,California State Polytechnic University-Pomona,administrative budget cuts,https://www.orlandosentinel.com/news/os-xpm-1991-11-22-9111220032-story.html,No meta date
234,325,325,102632,East Central University,campus life,https://www.ecok.edu/taxonomy/term/53,No meta date
235,326,326,102632,East Central University,campus life,https://www.niche.com/colleges/east-central-university/campus-life/,No meta date
236,327,327,102632,East Central University,campus life,https://www.ecok.edu/involvement/student-clubs-organizations,['2018-03-05T14:52:24-0600']
237,328,328,102632,East Central University,campus life,https://ecok.edu/event/refuge-student-ministries,['2018-06-26T13:35:21-0500']
238,329,329,102632,East Central University,campus life,https://www.ecok.edu/taxonomy/term/53?page=4,No meta date
239,330,330,102632,East Central University,campus life,https://www.ecok.edu/involvement/greek-life,['2018-03-05T14:52:24-0600']
240,332,332,102632,East Central University,campus life,https://www.ecok.edu/involvement/student-government-association,['2018-03-05T14:52:24-0600']
241,333,333,102632,East Central University,campus life,https://www.ecok.edu/housing,['2018-02-26T16:21:43-0600']
242,334,334,102632,East Central University,campus life,https://www.ecok.edu/taxonomy/term/53?page=2,No meta date
243,336,336,102632,East Central University,new building,https://www.eastcentral.edu/,No meta date
244,337,337,102632,East Central University,new building,https://ecutigers.com/,['2018-07-20T17:00:05-0500']
245,339,339,102632,East Central University,new building,https://new.dineoncampus.com/eastcentral,['2018-06-01T15:08:25-0500']
246,340,340,102632,East Central University,deferred maintenance,https://www.ecok.edu/node/12703,['2018-07-16T12:48:29-0500']
247,343,343,102632,East Central University,deferred maintenance,https://www.eastcentral.edu/faculty-staff/maintenance-department/,No meta date
248,344,344,102632,East Central University,deferred maintenance,https://www.okhighered.org/news-center/higher-ed-day-post-2020.shtml,No meta date
249,345,345,102632,East Central University,deferred capital projects,https://www.cwu.edu/operations/capital,No meta date
250,346,346,102632,East Central University,deferred capital projects,https://www.colorado.edu/fm/cone-zone/past-construction-projects,No meta date
251,348,348,102632,East Central University,suspend capital projects,https://www.ecu.edu/,No meta date
252,349,349,102632,East Central University,suspend capital projects,https://petersonrudgersgroup.com/blog/round-up-of-higher-education-financial-planning-related-to-covid-19/,No meta date
253,350,350,102632,East Central University,suspend capital projects,https://capitalprojects.mit.edu/,No meta date
254,351,351,102632,East Central University,suspend capital projects,https://www.opp.psu.edu/planningdesignconstruction/project-bidsproposals,['2020-05-12T16:44:11+00:00']
255,354,354,102632,East Central University,reduce faculty,https://myecu.ecok.edu/ics/ecu_information/academic_affairs/sponsored_programs_and_research/research_committee.jnz,['2018-05-08T15:27:32-0500']
256,355,355,102632,East Central University,reduce faculty,https://www.ecok.edu/academics/colleges-and-schools/school-graduate-studies/graduate-advisors-and-faculty,No meta date
257,357,357,102632,East Central University,reduce faculty,https://www.ecok.edu/academics/colleges-and-schools/college-education-and-psychology/department-education,No meta date
258,358,358,102632,East Central University,reduce faculty,https://online.ecok.edu/articles/transition-from-teaching-to-administration/,['2018-03-05T22:35:49-0600']
259,359,359,102632,East Central University,reduce faculty,https://www.ecok.edu/news-by-date/201303,['2019-10-17T19:04:10+00:00']
260,360,360,102632,East Central University,reduce faculty,http://ktul.com/news/local/east-central-university-to-cut-13-positions-10-programs,No meta date
261,361,361,102632,East Central University,freeze salary increases,https://www.mlive.com/news/ann-arbor/2020/04/expense-reductions-due-to-significant-losses-from-covid-19-announced-by-eastern-michigan-university.html,['2020-03-12T17:19:06-0500']
262,362,362,102632,East Central University,freeze salary increases,https://www.cwu.edu/exempt-employees-salary-freeze,No meta date
263,363,363,102632,East Central University,freeze salary increases,https://www.freep.com/story/news/education/2020/06/15/michigan-colleges-freeze-tuition-hoping-students-stay-programs/5340988002/,['2020-04-30T14:26:14.172Z']
264,364,364,102632,East Central University,freeze salary increases,https://www.imf.org/~/media/files/publications/dp/2018/45535-mcddp-public-wage-bills.ashx,No meta date
265,365,365,102632,East Central University,freeze salary increases,https://oklahoman.com/article/3471117/regents-approve-budget-raise-tuitions-for-oklahoma-colleges,No meta date
266,368,368,102632,East Central University,cut athletics,https://ecutigers.com/sports/mens-basketball,No meta date
267,369,369,102632,East Central University,cut athletics,https://www.ecok.edu/donate/ways-give/athletics,['2018-06-11T12:28:41-0500']
268,371,371,102632,East Central University,cut athletics,https://www.poncacitynow.com/east-central-university-announces-staff-program-cuts/,No meta date
269,372,372,102632,East Central University,cut athletics,https://obutigers.com/news/2019/3/1/womens-basketball-laura-spradlin-has-career-night-against-east-central.aspx,No meta date
270,373,373,102632,East Central University,cut athletics,https://www.theadanews.com/sports/local_sports/east-centrals-19-spring-sports-seniors-facing-tough-decisions/article_f1f65001-7570-5b32-b2b4-53a72cbd5592.html,No meta date
271,374,374,102632,East Central University,cut athletics,https://www.ecutigers.com/news/2017/11/9/football-fdas.aspx?path=football,No meta date
272,381,381,102632,East Central University,cut athletics budget,https://ecutigers.com/news/2016/3/10/general-ecu-athletics-to-suspend-golf-tennis-programs.aspx,No meta date
273,383,383,102632,East Central University,cut athletics budget,https://blog.nextgengolf.org/college-golf/colleges-cutting-varsity-golf-budgeting,No meta date
274,385,385,102632,East Central University,cut athletics budget,http://www.theadanews.com/news/revenue-woes-prompt-ecu-budget-revision/article_4c0ffe08-eaed-11e6-80ac-2b67f349fad3.html,No meta date
275,386,386,102632,East Central University,cut athletics budget,https://www.ecok.edu/taxonomy/term/52,No meta date
276,387,387,102632,East Central University,cut athletics budget,https://www.inlander.com/spokane/ewu-faculty-write-report-suggesting-cuts-to-athletics-budget-or-even-eliminating-it-entirely/content?oid=19099082,No meta date
277,388,388,102632,East Central University,cut athletics budget,https://mibiz.com/sections/economic-development/west-michigan-colleges-and-universities-grapple-with-unpredictable-athletic-budgets,No meta date
278,389,389,102632,East Central University,faculty laid off,https://www.chronicle.com/article/were-tracking-employees-laid-off-or-furloughed-by-colleges/,['2020-03-12T17:30:38-0500']
279,392,392,102632,East Central University,faculty laid off,https://ecutigers.com/staff.aspx,No meta date
280,393,393,102632,East Central University,faculty laid off,https://www.eastcentral.edu/faculty-staff/,['2018-03-05T22:38:01-0600']
281,394,394,102632,East Central University,faculty laid off,https://ecutigers.com/sports/general,No meta date
282,395,395,102632,East Central University,faculty laid off,https://www.insidehighered.com/news/2020/04/10/colleges-announce-furloughs-and-layoffs-financial-challenges-mount,No meta date
283,396,396,102632,East Central University,faculty laid off,https://www.iowacentral.edu/jobs/,No meta date
284,399,399,102632,East Central University,layoff faculty,https://www.ecok.edu/news/ecu-welcomes-13-new-faculty,['2018-03-05T22:38:01-0600']
285,402,402,102632,East Central University,layoff faculty,http://komonews.com/news/local/central-washington-among-colleges-fighting-to-survive-financial-hits,No meta date
286,403,403,102632,East Central University,layoff faculty,https://www.usnews.com/education/online-education/east-central-university-oedu0214/education,No meta date
287,407,407,102632,East Central University,cut sports,https://ecutigers.com/sports/womens-soccer,No meta date
288,409,409,102632,East Central University,cut sports,https://www.ecok.edu/donate/foundation-scholarship-information/department-scholarships/athletic-scholarships,No meta date
289,410,410,102632,East Central University,cut sports,https://www.insidehighered.com/news/2017/07/03/east-central-university-reverses-position-its-chapel,['2019-02-01T09:37:22-0600']
290,413,413,102632,East Central University,reduce payroll,https://www.ecok.edu/node/12535,['2018-07-13T16:19:33-0500']
291,414,414,102632,East Central University,reduce payroll,https://openpayrolls.com/university-college/east-central-university/2017/page-31,No meta date
292,415,415,102632,East Central University,reduce payroll,https://openpayrolls.com/university-college/east-central-university/page-184,No meta date
293,416,416,102632,East Central University,reduce payroll,https://govsalaries.com/salaries/ok/east-central-university?sort=year-desc&page=6,No meta date
294,418,418,102632,East Central University,reduce payroll,https://online.ecok.edu/online-degrees/rn-to-bsn-nursing/,No meta date
295,419,419,102632,East Central University,reduce payroll,https://www.prepscholar.com/sat/s/colleges/east-central-university-tuition-financial-aid,No meta date
296,422,422,102632,East Central University,eliminate administrative departments,https://online.ecok.edu/online-degrees/med-masters-sports-administration/,No meta date
297,424,424,102632,East Central University,eliminate administrative departments,https://online.ecok.edu/privacy-policy/,No meta date
298,425,425,102632,East Central University,eliminate administrative departments,https://myecu.ecok.edu/ics/portlets/ics/handoutportlet/viewhandler.ashx?handout_id=4b7c0c8e-cc21-4632-ba68-75a1f269a031,No meta date
299,426,426,102298,Cuyahoga Community College,student support,https://www.tri-c.edu/trio-programs/student-support-services/index.html,No meta date
300,427,427,102298,Cuyahoga Community College,student support,http://catalog.tri-c.edu/student-information/services/,No meta date
301,428,428,102298,Cuyahoga Community College,student support,https://www.tri-c.edu/trio-programs/student-support-services/sss%20east.html,No meta date
302,429,429,102298,Cuyahoga Community College,student support,http://catalog.tri-c.edu/academic-information/support-services/youth-adult-community-connections/trio-student-support-services/,No meta date
303,430,430,102298,Cuyahoga Community College,student support,https://www.tri-c.edu/trio-programs/index.html,No meta date
304,431,431,102298,Cuyahoga Community College,student support,https://itservices.tri-c.edu/student/index.html,No meta date
305,432,432,102298,Cuyahoga Community College,student support,http://itservices.tri-c.edu/helpdesk/index.html,No meta date
306,439,439,102632,East Central University,cut faculty,https://kfor.com/news/east-central-university-eliminating-faculty-members-cutting-programs-to-save-funds/,['2016-03-15T15:18:27+00:00']
307,441,441,102632,East Central University,cut faculty,https://www.ksl.com/article/38903209,No meta date
308,442,442,102632,East Central University,cut faculty,https://myecu.ecok.edu/ics/institutional_reporting/assessment_policy__testing__reviews.jnz,No meta date
309,443,443,102632,East Central University,cut faculty,https://ecok.libguides.com/blog/digital-humanities-lab,No meta date
310,444,444,102632,East Central University,cut faculty,https://www.snopes.com/fact-check/oklahoma-university-chapel-cross/,No meta date
311,445,445,102298,Cuyahoga Community College,offer amenities,https://www.tri-c.edu/corporatecollege/facility-rental/index.html,No meta date
312,446,446,102298,Cuyahoga Community College,offer amenities,https://www.tri-c.edu/community/community-recreation/east-campus-recreation/index.html,No meta date
313,447,447,102298,Cuyahoga Community College,offer amenities,https://issuu.com/urbanstrategiesinc/docs/ccc_academic_and_facilities_master_,No meta date
314,448,448,102298,Cuyahoga Community College,offer amenities,https://www.tri-c.edu/rental/index.html,No meta date
315,449,449,102298,Cuyahoga Community College,offer amenities,https://cpe.tri-c.edu/,No meta date
316,450,450,102298,Cuyahoga Community College,offer amenities,https://www.forrentuniversity.com/cuyahoga-community-college-western-campus/2-bedroom-apartments,No meta date
317,451,451,102298,Cuyahoga Community College,career center,https://www.tri-c.edu/career-services/index.html,No meta date
318,452,452,102298,Cuyahoga Community College,career center,http://catalog.tri-c.edu/student-information/career-centers/,No meta date
319,453,453,102298,Cuyahoga Community College,career center,https://www.tri-c.edu/career-services/student-career-services/index.html,No meta date
320,454,454,102298,Cuyahoga Community College,career center,http://www.cvccworks.edu/,No meta date
321,455,455,102298,Cuyahoga Community College,career center,https://events.tri-c.edu/event/career_center_introduction_to_handshake,No meta date
322,456,456,102298,Cuyahoga Community College,career center,https://mcjvs.edu/?page_id=12612,No meta date
323,457,457,102298,Cuyahoga Community College,career center,https://cuyahogavalley.augusoft.net/index.cfm?fuseaction=1010,No meta date
324,458,458,102298,Cuyahoga Community College,counselling services’ student wellness,https://www.tri-c.edu/counseling-center/index.html,No meta date
325,459,459,102298,Cuyahoga Community College,counselling services’ student wellness,https://events.tri-c.edu/,No meta date
326,460,460,102298,Cuyahoga Community College,counselling services’ student wellness,https://www.tri-c.edu/community/community-services/community-health/index.html,No meta date
327,461,461,102298,Cuyahoga Community College,counselling services’ student wellness,https://www.tri-c.edu/campuses-and-locations/brunswick/index.html,No meta date
328,462,462,102298,Cuyahoga Community College,counselling services’ student wellness,http://catalog.tri-c.edu/student-information/counseling/,No meta date
329,463,463,102298,Cuyahoga Community College,counselling services’ student wellness,https://www.tri-c.edu/student-resources/index.html,No meta date
330,471,471,102298,Cuyahoga Community College,on-time graduation,https://www.collegefactual.com/colleges/cuyahoga-community-college-district/academic-life/graduation-and-retention/,No meta date
331,472,472,102298,Cuyahoga Community College,on-time graduation,https://www.tri-c.edu/student-success/graduate-planning-resources.html,['2013-02-20']
332,473,473,102298,Cuyahoga Community College,on-time graduation,https://www.tri-c.edu/commencement/,No meta date
333,474,474,102298,Cuyahoga Community College,on-time graduation,https://www.insidehighered.com/quicktakes/2020/01/28/doubling-graduation-rates-ohio-cunys-asap,No meta date
334,475,475,102298,Cuyahoga Community College,on-time graduation,https://albusinessdaily.com/stories/511470378-these-schools-have-the-worst-on-time-graduation-rates-in-the-u-s,No meta date
335,476,476,102298,Cuyahoga Community College,campus climate,https://www.insightintodiversity.com/cuyahoga-community-college-moves-beyond-diversity-to-focus-on-inclusion/,No meta date
336,477,477,102298,Cuyahoga Community College,campus climate,https://www.hillel.org/college-guide/list/record/cuyahoga-community-college,No meta date
337,478,478,102298,Cuyahoga Community College,academic advising,https://www.tri-c.edu/counseling-center/academic-counseling.html,No meta date
338,480,480,102298,Cuyahoga Community College,academic advising,https://www.tri-c.edu/counseling-center/e-advising-request-information.html,No meta date
339,482,482,102298,Cuyahoga Community College,academic advising,https://www.csuohio.edu/transfer-guides/cuyahoga-community-college-transfer-guide,No meta date
340,483,483,102298,Cuyahoga Community College,academic advising,http://tric.intelliresponse.com/?requesttype=normalrequest&id=953&source=5&question=what%20is%20academic%20advising?,No meta date
341,486,486,102632,East Central University,athletics spending cuts,https://ecutigers.com/sports/2013/7/23/gen_0723134848.aspx,No meta date
342,489,489,102632,East Central University,athletics spending cuts,https://ecutigers.com/sports/football,No meta date
343,490,490,102632,East Central University,athletics spending cuts,https://www.ecccathletics.com/,No meta date
344,491,491,102632,East Central University,athletics spending cuts,https://sports2.eastcentral.edu/,No meta date
345,492,492,102632,East Central University,athletics spending cuts,https://www.kait8.com/2020/06/02/arkansas-associate-head-coach-chris-crutchfield-named-east-central-head-basketball-coach/,No meta date
346,493,493,102298,Cuyahoga Community College,campus life,https://www.tri-c.edu/student-life/index.html,No meta date
347,494,494,102298,Cuyahoga Community College,campus life,http://catalog.tri-c.edu/student-information/life/,No meta date
348,495,495,102298,Cuyahoga Community College,campus life,https://www.tri-c.edu/student-life/western-student-life/index.html,No meta date
349,496,496,102298,Cuyahoga Community College,campus life,http://catalog.tri-c.edu/archives/2017-2018/student-information/life/,No meta date
350,497,497,102298,Cuyahoga Community College,campus life,https://www.tri-c.edu/student-life/virtual-student-life/index.html,No meta date
351,498,498,102298,Cuyahoga Community College,campus life,https://www.tri-c.edu/student-life/metropolitan-student-life/index.html,No meta date
352,499,499,102298,Cuyahoga Community College,campus life,http://catalog.tri-c.edu/course-descriptions/zgen/,No meta date
353,500,500,102298,Cuyahoga Community College,campus life,http://tri-c.edu/lambdagsa,No meta date
354,501,501,102298,Cuyahoga Community College,campus life,http://collegearchive.tri-c.edu/items/browse?tag=basketball&page=5,No meta date
355,502,502,102298,Cuyahoga Community College,food pantry,https://www.tri-c.edu/student-life/student-food-bankpantry.html,No meta date
356,503,503,102298,Cuyahoga Community College,food pantry,https://events.tri-c.edu/event/cleveland_food_bank_food_truck,No meta date
357,504,504,102298,Cuyahoga Community College,food pantry,https://www.tri-c.edu/news-and-events/news/metro-campus-empties-food-pantry-to-help-community.html,No meta date
358,506,506,102298,Cuyahoga Community College,food pantry,https://www.cleveland.com/metro/2015/12/community_college_students_str.html,No meta date
359,507,507,102298,Cuyahoga Community College,food pantry,https://ohiocommunitycolleges.org/owens-readies-campus-food-pantry/,No meta date
360,508,508,102298,Cuyahoga Community College,food pantry,https://www.cleveland.com/metro/2011/02/cuyahoga_community_college_stu_2.html,['2015-12-10T19:21:00Z']
361,509,509,102298,Cuyahoga Community College,improve utilities,https://www.news-herald.com/news/ohio/cuyahoga-community-college-cei-partner-for-utility-worker-training-program/article_b7f6f9e2-fa68-5ada-af6d-337d7122e056.html,No meta date
362,510,510,102298,Cuyahoga Community College,improve utilities,https://www.tri-c.edu/news-and-events/news/tri-cs-metro-campus-center-achieves-leed-gold-certification.html,No meta date
363,511,511,102298,Cuyahoga Community College,improve utilities,https://www.tdworld.com/electric-utility-operations/safety/article/20964808/ohio-college-to-offer-training-program-for-future-utility-workers,No meta date
364,514,514,102298,Cuyahoga Community College,deferred maintenance,https://www.tri-c.edu/workforce/advanced-manufacturing-and-engineering/maintenance/index.html,No meta date
365,515,515,102298,Cuyahoga Community College,deferred maintenance,https://www.brewer-garrett.com/work/projects/cuyahoga-community-college/,No meta date
366,516,516,102298,Cuyahoga Community College,deferred maintenance,http://catalog.tri-c.edu/course-descriptions/zinm/,No meta date
367,517,517,102298,Cuyahoga Community College,deferred maintenance,https://www.ccdaily.com/2020/02/funding-roundup-158/,No meta date
368,518,518,102298,Cuyahoga Community College,deferred maintenance,https://www.osborn-eng.com/osborneng/market/39,No meta date
369,519,519,102298,Cuyahoga Community College,deferred maintenance,https://wccwatch.org/prioritize-existing-facilities-before-building-more/,['2020-02-27T19:15:47+00:00']
370,520,520,102298,Cuyahoga Community College,deferred maintenance,https://www.gilbaneco.com/project/cuyahoga-community-college-capital-program-management/,No meta date
371,523,523,102298,Cuyahoga Community College,postpone maintenance,https://www.tri-c.edu/programs/programs-a-z.html,No meta date
372,525,525,102298,Cuyahoga Community College,postpone maintenance,https://www.newsbreak.com/ohio/cleveland/news/0lfkmotn/laketran-to-build-transit-center-on-lakeland-community-college-campus,No meta date
373,526,526,102298,Cuyahoga Community College,postpone maintenance,https://www.clevescene.com/scene-and-heard/archives/2020/04/22/cuyahoga-county-public-library-to-lay-off-or-furlough-more-than-300,No meta date
374,527,527,102298,Cuyahoga Community College,postpone maintenance,https://www.wkyc.com/article/news/health/coronavirus/cuyahoga-county-public-library-announces-cost-reduction-plan/95-12b5f3ef-a363-489a-9df1-8e9e0442c4ae,No meta date
375,528,528,102298,Cuyahoga Community College,postpone maintenance,https://tri-c.intelliresponse.com/,['4/22/2020 4:16:05 PM']
376,529,529,102298,Cuyahoga Community College,cut athletics,https://www.tri-c.edu/athletics/,No meta date
377,530,530,102298,Cuyahoga Community College,cut athletics,https://www.ccdaily.com/2020/06/moving-ahead-or-not-with-athletics/,['2020-06-28T08:00:00+00:00']
378,531,531,102298,Cuyahoga Community College,cut athletics,https://www.tri-c.edu/athletics/mens-basketball/index.html,No meta date
379,532,532,102298,Cuyahoga Community College,cut athletics,http://m.tri-c.edu/athletics/,No meta date
380,533,533,102298,Cuyahoga Community College,cut athletics,https://www.tri-c.edu/athletics/mens-baseball/index.html,No meta date
381,534,534,102298,Cuyahoga Community College,cut athletics,https://www.wkyc.com/article/news/local/cuyahoga-county/tri-c-suspends-fall-and-winter-athletics-due-to-coronavirus/95-b14fcb45-c993-48f9-a4a3-fd05b97aa6d3,['6/8/2020 8:11:55 PM']
382,535,535,102298,Cuyahoga Community College,cut athletics,https://www.crainscleveland.com/kevin-kleps-blog/tri-c-suspends-fall-and-winter-sports-coaches-six-programs-are-part-institutions,No meta date
383,536,536,102298,Cuyahoga Community College,cut athletics,https://www.occac.org/members/cuyahoga/info,['2020-06-09T13:09:11-0400']
384,537,537,102298,Cuyahoga Community College,cut athletics,https://www.news5cleveland.com/sports/tri-c-suspends-all-fall-winter-athletics-due-to-covid-19-concerns,No meta date
385,538,538,102298,Cuyahoga Community College,reduce faculty,https://www.tri-c.edu/administrative-departments/human-resources/encouraging-professional-development.html,No meta date
386,539,539,102298,Cuyahoga Community College,reduce faculty,https://itservices.tri-c.edu/erp/flac.html,No meta date
387,540,540,102298,Cuyahoga Community College,reduce faculty,http://collegearchive.tri-c.edu/items/browse?tag=western+campus,No meta date
388,541,541,102298,Cuyahoga Community College,reduce faculty,https://www.tri-c.edu/administrative-departments/human-resources/careers.html,No meta date
389,542,542,102298,Cuyahoga Community College,reduce faculty,http://collegearchive.tri-c.edu/items/browse?tag=1980s,No meta date
390,543,543,102298,Cuyahoga Community College,reduce faculty,http://catalog.tri-c.edu/faculty-college-leadership/,No meta date
391,544,544,102298,Cuyahoga Community College,reduce faculty,https://www.ohiohighered.org/press/third-wave-ohio-faculty-honored-improving-and-lowering-costs-college-textbooks,No meta date
392,545,545,102298,Cuyahoga Community College,cut faculty,https://www.cleveland.com/metro/2020/05/cuyahoga-community-college-resorts-to-layoffs-buyouts-pay-cuts-to-stave-off-coronavirus-budget-shortfalls.html,No meta date
393,547,547,102298,Cuyahoga Community College,cut faculty,http://catalog.tri-c.edu/course-descriptions/atmt/,No meta date
394,548,548,102298,Cuyahoga Community College,cut faculty,https://www.tri-c.edu/administrative-departments/business-continuity/covid-19/index.html,No meta date
395,549,549,102298,Cuyahoga Community College,cut faculty,http://catalog.tri-c.edu/academic-information/grading-system/,No meta date
396,550,550,102298,Cuyahoga Community College,cut faculty,https://www.tri-c.edu/administrative-departments/business-continuity/covid-19/faculty-resources/index.html,No meta date
397,552,552,102298,Cuyahoga Community College,cut faculty,https://www.insidehighered.com/news/2014/04/07/part-time-professors-teach-most-community-college-students-report-finds,No meta date
398,554,554,102298,Cuyahoga Community College,suspend capital projects,https://www.tri-c.edu/administrative-departments/capital-construction/index.html,No meta date
399,555,555,102298,Cuyahoga Community College,suspend capital projects,http://catalog.tri-c.edu/programs/applied-project-management-capm-certificate/,No meta date
400,556,556,102298,Cuyahoga Community College,suspend capital projects,https://www.tri-c.edu/campuses-and-locations/constructionupdates/index.html,No meta date
401,557,557,102298,Cuyahoga Community College,suspend capital projects,https://cpe.tri-c.edu/public/category/programstream.do?method=load&selectedprogramareaid=24859&selectedprogramstreamid=1746166,No meta date
402,558,558,102298,Cuyahoga Community College,suspend capital projects,https://www.cbctc.org/current-projects,No meta date
403,560,560,102298,Cuyahoga Community College,administrative budget cuts,https://www.tri-c.edu/news-and-events/news/tri-c-announces-plans-to-address-financial-impact-of-covid-19.html,['2020-05-15T20:10:25.296Z']
404,561,561,102298,Cuyahoga Community College,administrative budget cuts,https://www.cleveland.com/news/2020/04/cuyahoga-county-considering-15-cuts-across-all-executive-agencies.html,No meta date
405,562,562,102298,Cuyahoga Community College,administrative budget cuts,https://www.cleveland.com/court-justice/2020/04/cuyahoga-countys-judges-will-cut-budgets-at-budishs-request-but-avoid-furloughs.html,['2020-04-14T14:38:30.641Z']
406,563,563,102298,Cuyahoga Community College,administrative budget cuts,https://www.newsbreak.com/ohio/cleveland/news/1567218799763/cuyahoga-community-college-resorts-to-layoffs-buyouts-pay-cuts-to-stave-off-coronavirus-budget-shortfalls,No meta date
407,564,564,102298,Cuyahoga Community College,administrative budget cuts,https://www.cleveland.com/datacentral/2020/05/see-how-much-ohio-gov-mike-dewine-is-cutting-funding-to-each-college-and-university.html,['2020-04-27T17:26:58.218Z']
408,565,565,102298,Cuyahoga Community College,administrative budget cuts,https://www.news-herald.com/news/lakeland-community-college-announces-staff-budget-cuts/article_409ae3e2-92ee-11ea-abce-574bd9ad8e37.html,No meta date
409,566,566,102298,Cuyahoga Community College,administrative budget cuts,https://www.wksu.org/community/2020-05-05/morning-headlines-u-of-a-to-cut-6-colleges-cleveland-to-distribute-30m-to-businesses-residents,['2020-05-06T15:10:41.002Z']
410,569,569,102298,Cuyahoga Community College,cut sports,https://www.tri-c.edu/news-and-events/categories/athletics.html,No meta date
411,574,574,102298,Cuyahoga Community College,cut sports,https://www.jccjayhawks.com/sports/mbkb/2019-20/releases/20191123u7uf6g,No meta date
412,577,577,102298,Cuyahoga Community College,new building,https://www.tri-c.edu/,No meta date
413,578,578,102298,Cuyahoga Community College,new building,https://events.tri-c.edu/western_campus_265,No meta date
414,579,579,102298,Cuyahoga Community College,new building,https://www.tri-c.edu/news-and-events/news/stem-center-coming-fall-2019.html,No meta date
415,580,580,102298,Cuyahoga Community College,new building,https://www.cleveland.com/community/2020/01/tri-cs-new-building-on-westshore-campus-helps-to-attract-record-numbers-of-students.html,['2020-01-27T01:30:39.960Z']
416,581,581,102298,Cuyahoga Community College,new building,https://www.tri-c.edu/news-and-events/news/groundbreaking-ceremony-celebrates-tri-cs-new-western-campus-stem-center.html,No meta date
417,582,582,102298,Cuyahoga Community College,new building,https://www.cleveland.com/metro/2018/01/cuyahoga_community_college_lau.html,['2018-01-24T00:43:01Z']
418,584,584,102298,Cuyahoga Community College,new building,http://catalog.tri-c.edu/programs/applied-industrial-technology-building-construction-short-term-certificate/,No meta date
419,585,585,102298,Cuyahoga Community College,new building,https://www.tri-c.edu/news-and-events/news/construction-to-begin-on-westshore-campus-center.html,No meta date
420,586,586,102298,Cuyahoga Community College,new building,https://cpe.tri-c.edu/search/publiccoursesearchdetails.do?method=load&courseid=44853,No meta date
421,588,588,102298,Cuyahoga Community College,layoff faculty,https://chroniclet.com/news/230163/alumni-withhold-donations-over-oberlin-college-union-layoffs/,['2020-05-15T20:10:25.296Z']
422,590,590,102298,Cuyahoga Community College,layoff faculty,https://www.newsbreak.com/news/coronavirus/1567218799763/cuyahoga-community-college-resorts-to-layoffs-buyouts-pay-cuts-to-stave-off-coronavirus-budget-shortfalls,['2020-06-08T20:59:17.579Z']
423,596,596,102298,Cuyahoga Community College,faculty cuts,https://www.crainscleveland.com/rachel-mccafferty-blog/tri-c-announces-cuts-address-covid-19-impact,No meta date
424,597,597,102298,Cuyahoga Community College,faculty cuts,http://ccnewsnow.com/cuyahoga-community-college-resorts-to-layoffs-buyouts-pay-cuts-to-stave-off-coronavirus-budget-shortfalls/,['2020-05-18T13:20:59-0400']
425,598,598,102298,Cuyahoga Community College,faculty cuts,https://www.ccdaily.com/2020/05/e-headlines-786/,No meta date
426,599,599,102298,Cuyahoga Community College,faculty cuts,https://www.chronicle.com/article/presidents-say-fall-semester-might-not-be-so-bad-they-still-plan-cuts-just-in-case,['2020-05-11T17:45:06+00:00']
427,600,600,102298,Cuyahoga Community College,faculty laid off,https://www.tri-c.edu/administrative-departments/human-resources/benefits-total-rewards.html,['2020-06-08T20:59:17.579Z']
428,602,602,102298,Cuyahoga Community College,faculty laid off,https://www.npr.org/2014/02/03/268427156/part-time-professors-demand-higher-pay-will-colleges-listen,['2020-05-15T20:10:25.296Z']
429,603,603,102298,Cuyahoga Community College,faculty laid off,https://www.wksu.org/post/morning-headlines-hiram-considers-cutting-majors-faculty-cuyahoga-falls-sues-contractors,No meta date
430,609,609,100663,St Bonaventure University,student support,https://www.sbu.edu/life-at-sbu/student-services,No meta date
431,610,610,100663,St Bonaventure University,student support,https://sbu.edu/life-at-sbu/services-for-students,No meta date
432,611,611,100663,St Bonaventure University,student support,https://www.sbu.edu/affordability/student-financial-services,No meta date
