,index,specific_index,unit_ID,schools,terms,url,metadata_date
877,1268,1268,100654,Southern Illinois University-Carbondale,faculty cuts,https://www.illinoispolicy.org/southern-illinois-university-chancellor-urges-administrative-spending-cuts/,['2017-11-24T08:24:02+00:00']
878,1269,1269,100654,Southern Illinois University-Carbondale,faculty cuts,https://news.siu.edu/today/2015/today-040215.php,No meta date
879,1270,1270,100654,Southern Illinois University-Carbondale,faculty cuts,http://www.sj-r.com/news/20160223/southern-illinois-university-anticipates-40m-in-budget-cuts,No meta date
880,1271,1271,100654,Southern Illinois University-Carbondale,faculty cuts,https://www.sj-r.com/news/20170330/22m-more-in-budget-cuts-could-be-coming-to-siu-medical-school,No meta date
881,1272,1272,100654,Southern Illinois University-Carbondale,faculty cuts,https://will.illinois.edu/news/story/79-losing-jobs-at-southern-illinois-university-as-school-cuts-spending,['2017-05-31T16:52:00-05:00']
882,1273,1273,100654,Southern Illinois University-Carbondale,faculty cuts,https://news.siu.edu/2011/10/102111tew11041.php,No meta date
883,1285,1285,100654,Southern Illinois University-Carbondale,administrative budget cuts,https://chronicleillinois.com/news/metro-east-news/siu-facing-45-million-budget-cuts/,No meta date
884,1288,1288,100654,Southern Illinois University-Carbondale,administrative budget cuts,https://apstaff.siu.edu/archives/minutes/2007/051607.php,No meta date
885,1289,1289,100654,Southern Illinois University-Carbondale,administrative budget cuts,https://chancellor.siu.edu/budget/updates/9-8-15.php,No meta date
886,1290,1290,100724,University of Minnesota-Duluth,student support,https://onestop.d.umn.edu/,No meta date
887,1291,1291,100724,University of Minnesota-Duluth,student support,https://www.d.umn.edu/academic-writing-and-learning-center/supportive-services-program,No meta date
888,1292,1292,100724,University of Minnesota-Duluth,student support,https://www.d.umn.edu/international-student-services,No meta date
889,1293,1293,100724,University of Minnesota-Duluth,student support,https://scse.d.umn.edu/students/advising-academic-services,No meta date
890,1294,1294,100724,University of Minnesota-Duluth,student support,https://itss.d.umn.edu/services/student-services,No meta date
891,1295,1295,100724,University of Minnesota-Duluth,student support,https://champ.d.umn.edu/give-umd/student-support,No meta date
892,1296,1296,100724,University of Minnesota-Duluth,student support,https://itss.d.umn.edu/students,No meta date
893,1297,1297,100724,University of Minnesota-Duluth,student support,https://news.d.umn.edu/news-and-events/news/125-diversity-inclusion,No meta date
894,1298,1298,100724,University of Minnesota-Duluth,student support,https://cehsp.d.umn.edu/departments-centers/ailrc,['2020-07-14T10:31:00-05:00']
895,1300,1300,100654,Southern Illinois University-Carbondale,eliminate administrative departments,https://dailyegyptian.com/99332/opinion/letter-to-the-editor-eliminating-departments-is-still-a-bad-idea/,No meta date
896,1302,1302,100654,Southern Illinois University-Carbondale,eliminate administrative departments,https://www.baltimoresun.com/ct-met-siu-chancellor-academic-departments-20171122-story.html,['2017-11-24T08:24:02+00:00']
897,1303,1303,100654,Southern Illinois University-Carbondale,eliminate administrative departments,https://ehs.siu.edu/,No meta date
898,1304,1304,100654,Southern Illinois University-Carbondale,eliminate administrative departments,https://thesouthern.com/news/local/siu/siuc-faculty-senate-adopts-resolution-opposing-elimination-of-departments/article_1949ceff-3c50-50e8-8dfb-3633982a4009.html,No meta date
899,1305,1305,100654,Southern Illinois University-Carbondale,eliminate administrative departments,https://oit.siu.edu/networkengineering/admin-list/email.php,No meta date
900,1306,1306,100654,Southern Illinois University-Carbondale,eliminate administrative departments,https://thesouthern.com/news/local/siu/siuc-chancellor-says-decision-on-africana-studies-will-be-deferred/article_28ad5427-05fc-5c58-a35e-09cb08c7f6be.html,No meta date
901,1307,1307,100724,University of Minnesota-Duluth,counselling services’ student wellness,https://www.d.umn.edu/health-services,No meta date
902,1308,1308,100724,University of Minnesota-Duluth,counselling services’ student wellness,https://champ.d.umn.edu/kirby-student-center/health-and-wellness,No meta date
903,1309,1309,100724,University of Minnesota-Duluth,counselling services’ student wellness,https://www.d.umn.edu/health-services/counseling-services,No meta date
904,1310,1310,100724,University of Minnesota-Duluth,counselling services’ student wellness,https://onestop.d.umn.edu/finances/financial-wellness,No meta date
905,1311,1311,100724,University of Minnesota-Duluth,counselling services’ student wellness,https://www.d.umn.edu/employee-health-wellbeing-center,No meta date
906,1312,1312,100724,University of Minnesota-Duluth,counselling services’ student wellness,https://champ.d.umn.edu/student-life/students/student-edition?page=31,No meta date
907,1313,1313,100724,University of Minnesota-Duluth,counselling services’ student wellness,https://students.morris.umn.edu/health-and-wellness/mental-health/student-counseling,['2017-08-14T09:09:00-05:00']
908,1314,1314,100724,University of Minnesota-Duluth,counselling services’ student wellness,https://champ.d.umn.edu/faculty-staff/lisa-erwin-phd,No meta date
909,1315,1315,100724,University of Minnesota-Duluth,counselling services’ student wellness,https://main.hercjobs.org/jobs/rss/13191353/dean-of-student-engagement-wellness-umn-crookston-campus-student-affairs-student-services-manager-2,No meta date
910,1316,1316,100724,University of Minnesota-Duluth,counselling services’ student wellness,https://online.umn.edu/learn-online/health-wellbeing,No meta date
911,1317,1317,100724,University of Minnesota-Duluth,offer amenities,https://www.d.umn.edu/fm,No meta date
912,1318,1318,100724,University of Minnesota-Duluth,offer amenities,https://cla.d.umn.edu/centers,No meta date
913,1319,1319,100724,University of Minnesota-Duluth,offer amenities,https://www.d.umn.edu/recreational-sports-outdoor-program/facilities,No meta date
914,1320,1320,100724,University of Minnesota-Duluth,offer amenities,https://umdbulldogs.com/,No meta date
915,1321,1321,100724,University of Minnesota-Duluth,offer amenities,https://www.d.umn.edu/housing-residence-life/housing-options,No meta date
916,1322,1322,100724,University of Minnesota-Duluth,offer amenities,https://www.d.umn.edu/facilities-management/services,No meta date
917,1323,1323,100724,University of Minnesota-Duluth,offer amenities,https://campusparkmn.com/,No meta date
918,1324,1324,100724,University of Minnesota-Duluth,offer amenities,https://www.apartmentguide.com/apartments/minnesota/university-of-minnesota-duluth/,No meta date
919,1325,1325,100724,University of Minnesota-Duluth,offer amenities,https://www.boulderridgeduluth.com/,No meta date
920,1326,1326,100724,University of Minnesota-Duluth,campus climate,https://www.d.umn.edu/campus-climate,No meta date
921,1327,1327,100724,University of Minnesota-Duluth,campus climate,https://champ.d.umn.edu/self-help-guide/goal-2-resource-guide,No meta date
922,1328,1328,100724,University of Minnesota-Duluth,campus climate,https://www.d.umn.edu/campus-climate/action-teams/change-team,No meta date
923,1329,1329,100724,University of Minnesota-Duluth,campus climate,https://www.duluthnewstribune.com/news/4114739-umd-examines-campus-climate-survey-results,No meta date
924,1330,1330,100724,University of Minnesota-Duluth,campus climate,https://www.d.umn.edu/campus-climate/initiatives-projects/cc-surveys,No meta date
925,1331,1331,100724,University of Minnesota-Duluth,campus climate,https://www.d.umn.edu/campus-climate/campus-climatereporting,No meta date
926,1332,1332,100724,University of Minnesota-Duluth,campus climate,https://scse.d.umn.edu/large-lakes-observatory,No meta date
927,1333,1333,100724,University of Minnesota-Duluth,campus climate,https://news.d.umn.edu/news-and-events/news/great-lakes-water-2020,No meta date
928,1334,1334,100724,University of Minnesota-Duluth,campus climate,https://scse.d.umn.edu/umd-solar,['2020-04-16T08:00:00-05:00']
929,1335,1335,100724,University of Minnesota-Duluth,on-time graduation,https://onestop.d.umn.edu/academics/graduation-checklist-undergrads,No meta date
930,1336,1336,100724,University of Minnesota-Duluth,on-time graduation,https://www.d.umn.edu/commencement,No meta date
931,1337,1337,100724,University of Minnesota-Duluth,on-time graduation,https://onestop.d.umn.edu/academics/apply-graduate,No meta date
932,1338,1338,100724,University of Minnesota-Duluth,on-time graduation,https://www.collegefactual.com/colleges/university-of-minnesota-duluth/academic-life/graduation-and-retention/,['2013-02-20']
933,1339,1339,100724,University of Minnesota-Duluth,on-time graduation,https://www.d.umn.edu/bulldog-resource-center,No meta date
934,1340,1340,100724,University of Minnesota-Duluth,on-time graduation,https://scse.d.umn.edu/students/graduation,No meta date
935,1341,1341,100724,University of Minnesota-Duluth,on-time graduation,https://news.d.umn.edu/news-and-events/news/umd-2020-graduation,['2020-05-11T12:16:00-05:00']
936,1342,1342,100724,University of Minnesota-Duluth,on-time graduation,https://www.collegefactual.com/colleges/university-of-minnesota-duluth/,No meta date
937,1343,1343,100724,University of Minnesota-Duluth,on-time graduation,https://mnatlas.org/resources/students-graduating-high-school-on-time/,No meta date
938,1345,1345,100724,University of Minnesota-Duluth,academic advising,https://cla.d.umn.edu/academicadvising,No meta date
939,1346,1346,100724,University of Minnesota-Duluth,academic advising,https://cehsp.d.umn.edu/students/advising,No meta date
940,1347,1347,100724,University of Minnesota-Duluth,academic advising,https://onestop.d.umn.edu/academics/advising,No meta date
941,1348,1348,100724,University of Minnesota-Duluth,academic advising,https://www.d.umn.edu/international-student-services/advising/academic-advising,No meta date
942,1349,1349,100724,University of Minnesota-Duluth,academic advising,https://lsbe.d.umn.edu/students/advising-staff,No meta date
943,1350,1350,100724,University of Minnesota-Duluth,academic advising,https://lsbe.d.umn.edu/advising,No meta date
944,1351,1351,100724,University of Minnesota-Duluth,academic advising,https://www.d.umn.edu/news/2006/may/08.html,No meta date
945,1352,1352,100724,University of Minnesota-Duluth,academic advising,https://lsbe.d.umn.edu/students/advising-resources,No meta date
946,1353,1353,100724,University of Minnesota-Duluth,career center,https://www.d.umn.edu/career-internship-services,No meta date
947,1354,1354,100724,University of Minnesota-Duluth,career center,https://www.d.umn.edu/career-internship-services/career-handbook,No meta date
948,1355,1355,100724,University of Minnesota-Duluth,career center,https://humanresources.umn.edu/content/find-job,No meta date
949,1356,1356,100724,University of Minnesota-Duluth,career center,https://cehsp.d.umn.edu/students/advising-academic-services/major-career-exploration,No meta date
950,1357,1357,100724,University of Minnesota-Duluth,career center,https://news.d.umn.edu/news-center/news/westlund-retires,No meta date
951,1358,1358,100724,University of Minnesota-Duluth,campus life,https://www.d.umn.edu/campus-life/,['2018-02-19T11:13:00-06:00']
952,1359,1359,100724,University of Minnesota-Duluth,campus life,https://www.niche.com/colleges/university-of-minnesota-duluth/campus-life/,No meta date
953,1360,1360,100724,University of Minnesota-Duluth,campus life,https://www.d.umn.edu/student-life,No meta date
954,1361,1361,100724,University of Minnesota-Duluth,campus life,https://www.niche.com/colleges/university-of-minnesota-duluth/,No meta date
955,1362,1362,100724,University of Minnesota-Duluth,campus life,https://www.collegefactual.com/colleges/university-of-minnesota-duluth/student-life/,No meta date
956,1363,1363,100724,University of Minnesota-Duluth,campus life,http://d.umn.edu/academics/majors-and-minors/health-care-management-bba,No meta date
957,1364,1364,100724,University of Minnesota-Duluth,campus life,https://twin-cities.umn.edu/student-life,No meta date
958,1365,1365,100724,University of Minnesota-Duluth,food pantry,https://www.d.umn.edu/student-life/students/champscupboard,No meta date
959,1366,1366,100724,University of Minnesota-Duluth,food pantry,https://twin-cities.umn.edu/news-events/pantry-time-pandemic,No meta date
960,1367,1367,100724,University of Minnesota-Duluth,food pantry,https://www.d.umn.edu/student-life/news/082718cupboard,No meta date
961,1368,1368,100724,University of Minnesota-Duluth,food pantry,https://boynton.umn.edu/food-pantry,No meta date
962,1369,1369,100724,University of Minnesota-Duluth,food pantry,https://twin-cities.umn.edu/,No meta date
963,1370,1370,100724,University of Minnesota-Duluth,food pantry,https://news.d.umn.edu/news-center/news/food-society,['2017-02-10T18:05:00-06:00']
964,1371,1371,100724,University of Minnesota-Duluth,food pantry,https://champ.d.umn.edu/umd/tags/august-31-2020,No meta date
965,1373,1373,100724,University of Minnesota-Duluth,building improvement,https://www.d.umn.edu/facilities-management/stormwater,No meta date
966,1374,1374,100724,University of Minnesota-Duluth,building improvement,https://news.d.umn.edu/news-and-events/news/wireless-oct-2019,['2019-09-26T20:50:00-05:00']
967,1375,1375,100724,University of Minnesota-Duluth,building improvement,https://www.d.umn.edu/facilities-management/building-grounds/building-history-gallery,No meta date
968,1376,1376,100724,University of Minnesota-Duluth,building improvement,https://twin-cities.umn.edu/news-events/gabel-governor-walz-proposes-strong-investment-university-minnesota,No meta date
969,1377,1377,100724,University of Minnesota-Duluth,building improvement,https://scse.d.umn.edu/heikkila-chemistry-advanced-materials-science-building/news/groundbreaking,No meta date
970,1378,1378,100724,University of Minnesota-Duluth,building improvement,https://conservancy.umn.edu/handle/11299/5847,No meta date
971,1379,1379,100724,University of Minnesota-Duluth,building improvement,https://twin-cities.umn.edu/news-events/board-regents-review-six-year-capital-improvement-plan,No meta date
972,1380,1380,100724,University of Minnesota-Duluth,building improvement,http://www.d.umn.edu/maps/buildings.html,No meta date
973,1381,1381,100724,University of Minnesota-Duluth,deferred capital projects,https://www.d.umn.edu/facilities-management/construction-remodeling,No meta date
974,1382,1382,100724,University of Minnesota-Duluth,deferred capital projects,https://finance-commerce.com/2020/04/pandemic-forces-delay-of-70-million-umd-housing-project/,['2020-04-30T16:42:13Z']
975,1383,1383,100724,University of Minnesota-Duluth,deferred capital projects,https://twin-cities.umn.edu/news-events/governors-support-u-ms-full-request-highlights-impact-higher-education,No meta date
976,1384,1384,100724,University of Minnesota-Duluth,deferred capital projects,https://cpm.umn.edu/,No meta date
977,1385,1385,100724,University of Minnesota-Duluth,deferred capital projects,https://cpm.umn.edu/project-portfolio/future-projects,No meta date
978,1386,1386,100724,University of Minnesota-Duluth,cut athletics budget,https://www.brainerddispatch.com/news/education/4805416-university-of-minnesota-duluth-details-5.2-million-in-budget-cuts,No meta date
979,1387,1387,100724,University of Minnesota-Duluth,cut athletics budget,https://www.d.umn.edu/budget-analysis,No meta date
980,1388,1388,100724,University of Minnesota-Duluth,cut athletics budget,https://www.minnpost.com/sports/2019/12/in-cutting-football-st-cloud-and-crookston-deliver-wake-up-call-to-other-minnesota-schools/,['2019-12-20T14:17:30-06:00']
981,1389,1389,100724,University of Minnesota-Duluth,cut athletics budget,https://www.mprnews.org/story/2019/12/04/umd-announces-budget-cuts-layoffs,No meta date
982,1390,1390,100724,University of Minnesota-Duluth,cut athletics budget,https://www.bizjournals.com/twincities/news/2020/06/10/college-football-budget-cuts-athletic-coaches.html,No meta date
983,1391,1391,100724,University of Minnesota-Duluth,cut athletics budget,https://www.duluthnewstribune.com/sports/other/6656412-gophers-to-cut-three-men%e2%80%99s-sports-in-2021,No meta date
984,1392,1392,100724,University of Minnesota-Duluth,cut athletics budget,https://www.startribune.com/university-of-minnesota-duluth-cutting-5-million-from-budget-next-year/563884402/,No meta date
985,1393,1393,100724,University of Minnesota-Duluth,cut athletics budget,https://www.duluthnewstribune.com/news/education/4803128-umd-details-budget-trims-will-merge-arts-colleges,No meta date
986,1394,1394,100724,University of Minnesota-Duluth,cut athletics budget,https://www.fox21online.com/2020/04/03/umd-athletics-letting-go-of-longtime-sid-bob-nygaard/,['2020-04-03T21:09:51+00:00']
987,1395,1395,100724,University of Minnesota-Duluth,cut athletics budget,https://umdbulldogs.com/news/2020/8/26/general-umd-athletics-continues-strong-fundraising-efforts-in-2019-20.aspx,No meta date
988,1396,1396,100724,University of Minnesota-Duluth,deferred maintenance,https://www.d.umn.edu/housing-residence-life/resident-resources/maintenancerequests,No meta date
989,1397,1397,100724,University of Minnesota-Duluth,deferred maintenance,https://www.d.umn.edu/housing-residence-life/resources/hrlcovid19,No meta date
990,1399,1399,100724,University of Minnesota-Duluth,deferred maintenance,https://www.startribune.com/university-of-minnesota-to-ask-legislature-for-budget-increase-and-more-than-300-million-in-bonding-funds/572373162/,No meta date
991,1400,1400,100724,University of Minnesota-Duluth,deferred maintenance,http://knsiradio.com/download_file/view/3245/2791,No meta date
992,1401,1401,100724,University of Minnesota-Duluth,deferred maintenance,https://www.startribune.com/minnesota-colleges-look-to-legislature-to-fix-aging-infrastructure/478101343/,No meta date
993,1402,1402,100724,University of Minnesota-Duluth,deferred maintenance,https://kstp.com/politics/walz-flanagan-to-release-details-of-plan-to-invest-in-higher-education-minnesota/5607039/,No meta date
994,1403,1403,100724,University of Minnesota-Duluth,deferred maintenance,https://cehsp.d.umn.edu/departments-centers/department-education/programs/special-ed,No meta date
995,1406,1406,100724,University of Minnesota-Duluth,cut sports,https://www.duluthnewstribune.com/news/education/4750711-umd-navigates-devastating-cuts,No meta date
996,1408,1408,100724,University of Minnesota-Duluth,cut sports,https://www.bizjournals.com/twincities/news/2019/12/05/university-of-minnesota-duluth-plans-5-2m-in.html,No meta date
997,1409,1409,100724,University of Minnesota-Duluth,cut sports,https://www.d.umn.edu/recreational-sports-outdoor-program/programs/sport-clubs,No meta date
998,1411,1411,100724,University of Minnesota-Duluth,cut sports,https://www.d.umn.edu/sportrec/,['2018-03-16T09:44:00-05:00']
999,1412,1412,100724,University of Minnesota-Duluth,cut sports,https://umdbulldogs.com/sports/womens-soccer,No meta date
1000,1413,1413,100724,University of Minnesota-Duluth,cut sports,https://kbjr6.com/2020/10/10/university-of-minnesota-cuts-3-mens-sports-programs/,['2020-10-10T19:56:17+00:00']
1001,1415,1415,100724,University of Minnesota-Duluth,new building,https://www.duluthnewstribune.com/news/education/3829224-umd-housing-dining-project-moves-forward,No meta date
1002,1416,1416,100724,University of Minnesota-Duluth,new building,https://www.d.umn.edu/,No meta date
1003,1418,1418,100724,University of Minnesota-Duluth,new building,https://news.d.umn.edu/news-and-events/news/new-college,No meta date
1004,1419,1419,100724,University of Minnesota-Duluth,new building,https://scse.d.umn.edu/heikkila-chemistry-advanced-materials-science-building/news/materials-science-degree,No meta date
1005,1423,1423,100724,University of Minnesota-Duluth,cut athletics,https://news.d.umn.edu/news-and-events/news/athletics-gpa-2020,['2020-02-13T13:51:00-06:00']
1006,1426,1426,100724,University of Minnesota-Duluth,cut athletics,https://twin-cities.umn.edu/news-events/gopher-athletics-implement-personnel-cost-savings-measures-board-regents-considers,No meta date
1007,1429,1429,100724,University of Minnesota-Duluth,cut athletics,https://www.collegefactual.com/colleges/university-of-minnesota-duluth/student-life/sports/,No meta date
1008,1432,1432,100724,University of Minnesota-Duluth,reduce faculty,https://www.d.umn.edu/sustainability/campus-initiatives/waste,No meta date
1009,1433,1433,100724,University of Minnesota-Duluth,reduce faculty,https://www.startribune.com/faculty-of-umd-s-largest-college-threatens-to-teach-online-only/572161692/,No meta date
1010,1434,1434,100724,University of Minnesota-Duluth,reduce faculty,https://www.duluthnewstribune.com/news/2346131-dozens-take-layoffs-university-minnesota-duluth-branch-hopes-reduce-budget,No meta date
1011,1435,1435,100724,University of Minnesota-Duluth,reduce faculty,https://lib.d.umn.edu/services/course-support,No meta date
1012,1436,1436,100724,University of Minnesota-Duluth,reduce faculty,https://scse.d.umn.edu/civil-engineering-department/news/road-salt-research,No meta date
1013,1437,1437,100724,University of Minnesota-Duluth,reduce faculty,https://champ.d.umn.edu/sustainability/campus-initiatives/energy/green-computing,No meta date
1014,1438,1438,100724,University of Minnesota-Duluth,reduce faculty,https://www.grandforksherald.com/4142501-university-minnesota-duluth-announces-layoffs-reduce-budget-deficit,No meta date
1015,1439,1439,100724,University of Minnesota-Duluth,reduce faculty,https://safe-campus.d.umn.edu/,No meta date
1016,1440,1440,100724,University of Minnesota-Duluth,reduce faculty,https://twin-cities.umn.edu/news-events/university-minnesota-reviews-response-planning-and-forecasts-financial-challenges,No meta date
1017,1442,1442,100724,University of Minnesota-Duluth,postpone maintenance,https://umdbulldogs.com/news/2020/7/14/mens-hockey-umd-to-postpone-2020-ice-breaker-tournament-at-amsoil-arena.aspx,No meta date
1018,1444,1444,100724,University of Minnesota-Duluth,postpone maintenance,https://twin-cities.umn.edu/news-events/university-minnesota-adjusts-fall-plan-delays-move-twin-cities-duluth-and-rochester,No meta date
1019,1446,1446,100724,University of Minnesota-Duluth,postpone maintenance,https://www.asumag.com/planning-design/new-construction/article/21130452/housing-and-dining-complex-delayed-for-a-year-at-university-of-minnesota-duluth,"['May 4th, 2020']"
1020,1447,1447,100724,University of Minnesota-Duluth,postpone maintenance,https://www.mprnews.org/story/2020/08/25/u-of-m-regents-agree-to-delay-inperson-classes-on-twin-cities-rochester-duluth-campuses,No meta date
1021,1448,1448,100724,University of Minnesota-Duluth,postpone maintenance,https://www.startribune.com/after-two-week-delay-u-will-reopen-campus-dormitories-and-classrooms/572286432/,No meta date
1022,1449,1449,100724,University of Minnesota-Duluth,postpone maintenance,https://www.twincities.com/2020/08/24/umn-regents-approve-two-week-delay-in-return-to-campus/,['2020-08-24T18:18:39+00:00']
1023,1450,1450,100724,University of Minnesota-Duluth,postpone maintenance,https://regents.umn.edu/,No meta date
1024,1456,1456,100724,University of Minnesota-Duluth,athletics spending cuts,https://www.duluthnewstribune.com/sports/other/6484708-gophers-athletics-department-starts-cost-cutting-with-specific-sports-not-off-the-table,No meta date
1025,1460,1460,100724,University of Minnesota-Duluth,athletics spending cuts,https://www.twincities.com/2020/09/10/gophers-to-cut-three-mens-sports-in-2021/,['2020-09-10T20:05:40+00:00']
1026,1465,1465,100724,University of Minnesota-Duluth,cut faculty,https://scse.d.umn.edu/departments-programs/computer-science,No meta date
1027,1467,1467,100724,University of Minnesota-Duluth,cut faculty,https://www.insidehighered.com/quicktakes/2019/12/13/minnesota-duluth-faculty-senate-balks-schools-merger,No meta date
1028,1468,1468,100724,University of Minnesota-Duluth,cut faculty,https://www.fox21online.com/2019/10/28/umd-plans-to-cut-over-5-million-from-next-years-budget/,No meta date
1029,1469,1469,100724,University of Minnesota-Duluth,cut faculty,https://cla.d.umn.edu/,['2019-10-29T02:51:00+00:00']
1030,1474,1474,100724,University of Minnesota-Duluth,layoff faculty,https://www.d.umn.edu/department-human-resources,No meta date
1031,1475,1475,100724,University of Minnesota-Duluth,layoff faculty,https://www.mankatofreepress.com/news/local_news/msu-positioned-for-growth-even-as-counterparts-struggle-president-says/article_32a03106-16da-11ea-91aa-035556e21d66.html,No meta date
1032,1476,1476,100724,University of Minnesota-Duluth,layoff faculty,https://humanresources.umn.edu/benefits/leaving-u,No meta date
1033,1479,1479,100724,University of Minnesota-Duluth,faculty laid off,https://www.duluthnewstribune.com/news/4142302-umd-announces-layoffs-reduce-budget-deficit,No meta date
1034,1480,1480,100724,University of Minnesota-Duluth,faculty laid off,https://kbjr6.com/2019/12/04/umd-details-impacts-of-5-2m-in-budget-cuts/,No meta date
1035,1481,1481,100724,University of Minnesota-Duluth,faculty laid off,https://www.fergusfallsjournal.com/news/education/university-of-minnesota-duluth-announces-faculty-layoffs-in-wake-of-2-million-in-cuts/article_d6825c2c-8961-543d-9dda-46e618cb9bde.html,['2019-12-04T15:42:16+00:00']
1036,1484,1484,100724,University of Minnesota-Duluth,faculty laid off,https://humanresources.umn.edu/supervising-u/layoff-non-renewal,No meta date
1037,1485,1485,100724,University of Minnesota-Duluth,faculty laid off,https://www.d.umn.edu/transportation-parking-services/options,No meta date
1038,1489,1489,100724,University of Minnesota-Duluth,faculty cuts,https://www.startribune.com/umd-faculty-leaders-condemn-handling-of-loss-of-school-of-fine-arts/566137831/,No meta date
1039,1491,1491,100724,University of Minnesota-Duluth,faculty cuts,https://www.grandforksherald.com/news/education/4805416-university-of-minnesota-duluth-details-5.2-million-in-budget-cuts,No meta date
1040,1492,1492,100724,University of Minnesota-Duluth,faculty cuts,https://www.duluthnewstribune.com/2345802-dozens-take-layoffs-university-minnesota-duluth-cuts-costs,No meta date
1041,1496,1496,100724,University of Minnesota-Duluth,reduce payroll,https://humanresources.umn.edu/covid-19/furlough,No meta date
1042,1497,1497,100724,University of Minnesota-Duluth,reduce payroll,https://www.d.umn.edu/transportation-parking-services,No meta date
1043,1499,1499,100724,University of Minnesota-Duluth,reduce payroll,https://www.d.umn.edu/sustainability/campus-initiatives/transportation,No meta date
1044,1501,1501,100724,University of Minnesota-Duluth,reduce payroll,https://www.startribune.com/university-of-minnesota-regents-set-to-vote-on-contract-for-gabel-s-first-major-hire/566141241/,No meta date
1045,1502,1502,100724,University of Minnesota-Duluth,reduce payroll,https://kstp.com/news/university-of-minnesota-provost-500000-salary/5575542/,No meta date
1046,1504,1504,100724,University of Minnesota-Duluth,reduce payroll,https://policy.umn.edu/operations/emergencyclosing-appd,No meta date
1047,1505,1505,100724,University of Minnesota-Duluth,reduce payroll,https://www.startribune.com/university-of-minnesota-bracing-for-300-million-hit-from-covid-19/569447062/,No meta date
1048,1506,1506,100724,University of Minnesota-Duluth,freeze salary increases,https://www.startribune.com/university-of-minnesota-to-freeze-tuition-next-academic-year/569823302/,No meta date
1049,1509,1509,100724,University of Minnesota-Duluth,freeze salary increases,https://twin-cities.umn.edu/news-events/nearly-20000-resident-students-see-tuition-freeze-under-presidents-proposed-fy17-budget,No meta date
1050,1511,1511,100724,University of Minnesota-Duluth,freeze salary increases,https://humanresources.umn.edu/compensation-and-classification/salary-adjustments-civil-service-employees,No meta date
1051,1512,1512,100724,University of Minnesota-Duluth,freeze salary increases,https://www.bemidjipioneer.com/news/4280693-u-m-regents-want-alternatives-3-percent-tuition-increase-possibly-freeze,No meta date
1052,1515,1515,100724,University of Minnesota-Duluth,administrative budget cuts,https://www.duluthnewstribune.com/news/education/4740890-umd-expects-5.2-million-in-budget-cuts,No meta date
1053,1516,1516,100724,University of Minnesota-Duluth,administrative budget cuts,https://www.startribune.com/university-of-minnesota-cuts-90m-in-overhead-costs-but-critics-charge-it-s-not-enough/509910702/,No meta date
1054,1518,1518,100724,University of Minnesota-Duluth,administrative budget cuts,https://blogs.mprnews.org/oncampus/2013/12/university-of-minnesota-duluth-eyes-4-million-in-first-round-of-cuts/,No meta date
1055,1519,1519,100724,University of Minnesota-Duluth,administrative budget cuts,https://conservancy.umn.edu/handle/11299/213455,No meta date
1056,1521,1521,100724,University of Minnesota-Duluth,administrative budget cuts,https://www.wdio.com/news/umd-budget-cuts-52-million/5570098/,No meta date
1057,1540,1540,100724,University of Minnesota-Duluth,eliminate administrative departments,https://www.d.umn.edu/administration,No meta date
1058,1541,1541,100724,University of Minnesota-Duluth,eliminate administrative departments,https://onestop.d.umn.edu/academics/petitions,No meta date
1059,1543,1543,100724,University of Minnesota-Duluth,eliminate administrative departments,https://onestop.d.umn.edu/node/1626/attachment,No meta date
1060,1544,1544,100724,University of Minnesota-Duluth,eliminate administrative departments,https://itss.d.umn.edu/,No meta date
1061,1545,1545,100724,University of Minnesota-Duluth,eliminate administrative departments,https://cehsp.d.umn.edu/departments-centers/department-education/programs/secondary-k12-education,No meta date
1062,1546,1546,100724,University of Minnesota-Duluth,eliminate administrative departments,https://www.duluthnewstribune.com/news/3954646-umd-proposes-restructuring-combat-budget-shortfall,No meta date
